# t x y z qx qy qz qw
1.645543400900000095e+09 2.521024465560913086e+00 2.454252815246582031e+01 -1.643682837486267090e+00 2.482191920280456543e-01 -6.060934811830520630e-02 5.743877291679382324e-01 7.776839733123779297e-01
1.645543400950000048e+09 2.493260383605957031e+00 2.448467254638671875e+01 -1.654876708984375000e+00 2.497288584709167480e-01 -6.197334080934524536e-02 5.767244696617126465e-01 7.753604054450988770e-01
1.645543401000000000e+09 2.463206529617309570e+00 2.442203140258789062e+01 -1.667023539543151855e+00 2.505687475204467773e-01 -6.219633668661117554e-02 5.791845917701721191e-01 7.732348442077636719e-01
1.645543401049999952e+09 2.431233406066894531e+00 2.435371017456054688e+01 -1.678427338600158691e+00 2.446385025978088379e-01 -6.574116647243499756e-02 5.812930464744567871e-01 7.732583880424499512e-01
1.645543401099999905e+09 2.397018671035766602e+00 2.428045845031738281e+01 -1.690459251403808594e+00 2.368892729282379150e-01 -6.899791955947875977e-02 5.834057927131652832e-01 7.737960815429687500e-01
1.645543401150000095e+09 2.362066030502319336e+00 2.420153427124023438e+01 -1.702758789062500000e+00 2.274776995182037354e-01 -7.197704911231994629e-02 5.854896306991577148e-01 7.747741341590881348e-01
1.645543401200000048e+09 2.325748443603515625e+00 2.411727905273437500e+01 -1.715500712394714355e+00 2.165600955486297607e-01 -7.468833029270172119e-02 5.875089168548583984e-01 7.761163711547851562e-01
1.645543401250000000e+09 2.287281990051269531e+00 2.402810478210449219e+01 -1.728900671005249023e+00 2.042936980724334717e-01 -7.714173197746276855e-02 5.894279479980468750e-01 7.777453660964965820e-01
1.645543401299999952e+09 2.246652126312255859e+00 2.393404769897460938e+01 -1.742980360984802246e+00 1.908373385667800903e-01 -7.934723794460296631e-02 5.912120342254638672e-01 7.795853018760681152e-01
1.645543401349999905e+09 2.204242229461669922e+00 2.383495521545410156e+01 -1.757692813873291016e+00 1.763515621423721313e-01 -8.131495118141174316e-02 5.928286910057067871e-01 7.815638780593872070e-01
1.645543401400000095e+09 2.163121223449707031e+00 2.372946548461914062e+01 -1.772501468658447266e+00 1.609992086887359619e-01 -8.305525779724121094e-02 5.942490100860595703e-01 7.836129665374755859e-01
1.645543401450000048e+09 2.119985342025756836e+00 2.361908721923828125e+01 -1.788034915924072266e+00 1.449462473392486572e-01 -8.458001911640167236e-02 5.954489111900329590e-01 7.856701016426086426e-01
1.645543401500000000e+09 2.074828386306762695e+00 2.350384140014648438e+01 -1.804321527481079102e+00 1.283600181341171265e-01 -8.590043336153030396e-02 5.964093804359436035e-01 7.876805067062377930e-01
1.645543401549999952e+09 2.029691219329833984e+00 2.338294601440429688e+01 -1.821099519729614258e+00 1.114111095666885376e-01 -8.702965825796127319e-02 5.971179604530334473e-01 7.895970344543457031e-01
1.645543401599999905e+09 1.986321568489074707e+00 2.325572776794433594e+01 -1.838148474693298340e+00 9.427133202552795410e-02 -8.798088878393173218e-02 5.975682735443115234e-01 7.913813591003417969e-01
1.645543401650000095e+09 1.941156983375549316e+00 2.312359046936035156e+01 -1.856014609336853027e+00 7.711455225944519043e-02 -8.876883983612060547e-02 5.977609157562255859e-01 7.930038571357727051e-01
1.645543401700000048e+09 1.895243048667907715e+00 2.298620986938476562e+01 -1.874605059623718262e+00 6.011542305350303650e-02 -8.940879255533218384e-02 5.977035760879516602e-01 7.944447994232177734e-01
1.645543401750000000e+09 1.854727745056152344e+00 2.284156227111816406e+01 -1.893204331398010254e+00 4.344916716217994690e-02 -8.991670608520507812e-02 5.974106788635253906e-01 7.956931591033935547e-01
1.645543401799999952e+09 1.812728881835937500e+00 2.269191551208496094e+01 -1.912688851356506348e+00 2.729126624763011932e-02 -9.030996263027191162e-02 5.969032645225524902e-01 7.967470884323120117e-01
1.645543401849999905e+09 1.771602749824523926e+00 2.253663825988769531e+01 -1.932756304740905762e+00 1.181676238775253296e-02 -9.060615301132202148e-02 5.962081551551818848e-01 7.976131439208984375e-01
1.645543401900000095e+09 1.735301733016967773e+00 2.237464714050292969e+01 -1.952873468399047852e+00 -2.800174057483673096e-03 -9.082371741533279419e-02 5.953584313392639160e-01 7.983055114746093750e-01
1.645543401950000048e+09 1.697832942008972168e+00 2.220756721496582031e+01 -1.973938226699829102e+00 -1.638616994023323059e-02 -9.098166972398757935e-02 5.943910479545593262e-01 7.988448739051818848e-01
1.645543402000000000e+09 1.665274620056152344e+00 2.203406143188476562e+01 -1.994967937469482422e+00 -2.876915410161018372e-02 -9.109947830438613892e-02 5.933473110198974609e-01 7.992572784423828125e-01
1.645543402049999952e+09 1.634637117385864258e+00 2.185641288757324219e+01 -2.016323804855346680e+00 -3.981992602348327637e-02 -9.119507670402526855e-02 5.922661423683166504e-01 7.995740771293640137e-01
1.645543402099999905e+09 1.606078147888183594e+00 2.167469596862792969e+01 -2.037900447845458984e+00 -4.957542940974235535e-02 -9.128108620643615723e-02 5.911683440208435059e-01 7.998312115669250488e-01
1.645543402150000095e+09 1.582680344581604004e+00 2.148837661743164062e+01 -2.059082984924316406e+00 -5.811432376503944397e-02 -9.136806428432464600e-02 5.900657176971435547e-01 8.000606298446655273e-01
1.645543402200000048e+09 1.559446215629577637e+00 2.129831695556640625e+01 -2.080806732177734375e+00 -6.551598012447357178e-02 -9.146578609943389893e-02 5.889657735824584961e-01 8.002879619598388672e-01
1.645543402250000000e+09 1.543193340301513672e+00 2.110363769531250000e+01 -2.101514816284179688e+00 -7.185913622379302979e-02 -9.158328175544738770e-02 5.878721475601196289e-01 8.005342483520507812e-01
1.645543402299999952e+09 1.526667118072509766e+00 2.090526390075683594e+01 -2.122828722000122070e+00 -7.722347974777221680e-02 -9.172887355089187622e-02 5.867851972579956055e-01 8.008155226707458496e-01
1.645543402349999905e+09 1.516930699348449707e+00 2.070253944396972656e+01 -2.142865180969238281e+00 -8.168783783912658691e-02 -9.191104769706726074e-02 5.857023000717163086e-01 8.011442422866821289e-01
1.645543402400000095e+09 1.507458925247192383e+00 2.049606704711914062e+01 -2.163330554962158203e+00 -8.533100038766860962e-02 -9.213784337043762207e-02 5.846188068389892578e-01 8.015298247337341309e-01
1.645543402450000048e+09 1.504176020622253418e+00 2.028550338745117188e+01 -2.182335376739501953e+00 -8.823178708553314209e-02 -9.241623431444168091e-02 5.835273861885070801e-01 8.019788861274719238e-01
1.645543402500000000e+09 1.501398086547851562e+00 2.007117843627929688e+01 -2.201639652252197266e+00 -9.046855568885803223e-02 -9.275397658348083496e-02 5.824198722839355469e-01 8.024956583976745605e-01
1.645543402549999952e+09 1.504749536514282227e+00 1.985293579101562500e+01 -2.219070434570312500e+00 -9.211931377649307251e-02 -9.315796196460723877e-02 5.812863111495971680e-01 8.030827045440673828e-01
1.645543402599999905e+09 1.509066700935363770e+00 1.963095474243164062e+01 -2.236478567123413086e+00 -9.326252341270446777e-02 -9.363521635532379150e-02 5.801158547401428223e-01 8.037414550781250000e-01
1.645543402650000095e+09 1.518007278442382812e+00 1.940520668029785156e+01 -2.252136468887329102e+00 -9.397647529840469360e-02 -9.419250488281250000e-02 5.788967013359069824e-01 8.044717907905578613e-01
1.645543402700000048e+09 1.529182910919189453e+00 1.917576408386230469e+01 -2.267090797424316406e+00 -9.433868527412414551e-02 -9.483599662780761719e-02 5.776169300079345703e-01 8.052732348442077637e-01
1.645543402750000000e+09 1.543503642082214355e+00 1.894264602661132812e+01 -2.280874967575073242e+00 -9.442743659019470215e-02 -9.557320922613143921e-02 5.762637257575988770e-01 8.061447143554687500e-01
1.645543402799999952e+09 1.561498045921325684e+00 1.870594406127929688e+01 -2.293104171752929688e+00 -9.432016313076019287e-02 -9.641033411026000977e-02 5.748243927955627441e-01 8.070846796035766602e-01
1.645543402849999905e+09 1.581582188606262207e+00 1.846560478210449219e+01 -2.304561376571655273e+00 -9.409508109092712402e-02 -9.735357761383056641e-02 5.732858180999755859e-01 8.080914020538330078e-01
1.645543402900000095e+09 1.605463266372680664e+00 1.822176551818847656e+01 -2.314217090606689453e+00 -9.383022785186767578e-02 -9.841020405292510986e-02 5.716350674629211426e-01 8.091629147529602051e-01
1.645543402950000048e+09 1.631977915763854980e+00 1.797439384460449219e+01 -2.322575330734252930e+00 -9.360290318727493286e-02 -9.958630055189132690e-02 5.698590278625488281e-01 8.102972507476806641e-01
1.645543403000000000e+09 1.660736680030822754e+00 1.772346305847167969e+01 -2.329810857772827148e+00 -9.349122643470764160e-02 -1.008883640170097351e-01 5.679443478584289551e-01 8.114925026893615723e-01
1.645543403049999952e+09 1.692349314689636230e+00 1.746906280517578125e+01 -2.335357904434204102e+00 -9.355847537517547607e-02 -1.023207828402519226e-01 5.658749341964721680e-01 8.127501606941223145e-01
1.645543403099999905e+09 1.726257801055908203e+00 1.721114921569824219e+01 -2.339327573776245117e+00 -9.380991756916046143e-02 -1.038793474435806274e-01 5.636222958564758301e-01 8.140875697135925293e-01
1.645543403150000095e+09 1.761849284172058105e+00 1.694965362548828125e+01 -2.342005491256713867e+00 -9.423609822988510132e-02 -1.055568605661392212e-01 5.611550807952880859e-01 8.155258297920227051e-01
1.645543403200000048e+09 1.798906803131103516e+00 1.668454742431640625e+01 -2.343314886093139648e+00 -9.482738375663757324e-02 -1.073471903800964355e-01 5.584409832954406738e-01 8.170849680900573730e-01
1.645543403250000000e+09 1.837051153182983398e+00 1.641578102111816406e+01 -2.343209981918334961e+00 -9.557463973760604858e-02 -1.092431917786598206e-01 5.554478168487548828e-01 8.187851309776306152e-01
1.645543403299999952e+09 1.876813650131225586e+00 1.614343643188476562e+01 -2.341386556625366211e+00 -9.646794945001602173e-02 -1.112382560968399048e-01 5.521428585052490234e-01 8.206450343132019043e-01
1.645543403349999905e+09 1.918460965156555176e+00 1.586755466461181641e+01 -2.338063001632690430e+00 -9.749761223793029785e-02 -1.133250743150711060e-01 5.484927892684936523e-01 8.226830959320068359e-01
1.645543403400000095e+09 1.962423920631408691e+00 1.558821964263916016e+01 -2.333233594894409180e+00 -9.865383058786392212e-02 -1.154970675706863403e-01 5.444635748863220215e-01 8.249164223670959473e-01
1.645543403450000048e+09 2.009229421615600586e+00 1.530552959442138672e+01 -2.326906442642211914e+00 -9.992676973342895508e-02 -1.177461445331573486e-01 5.400211811065673828e-01 8.273618221282958984e-01
1.645543403500000000e+09 2.059469938278198242e+00 1.501961040496826172e+01 -2.319135665893554688e+00 -1.013059914112091064e-01 -1.200651973485946655e-01 5.351301431655883789e-01 8.300343751907348633e-01
1.645543403549999952e+09 2.114533662796020508e+00 1.472679328918457031e+01 -2.309909820556640625e+00 -1.027815937995910645e-01 -1.224467605352401733e-01 5.297549962997436523e-01 8.329480290412902832e-01
1.645543403599999905e+09 2.173554897308349609e+00 1.443537807464599609e+01 -2.299628496170043945e+00 -1.043430417776107788e-01 -1.248828321695327759e-01 5.238590240478515625e-01 8.361151814460754395e-01
1.645543403650000095e+09 2.236065387725830078e+00 1.414976882934570312e+01 -2.288699626922607422e+00 -1.059793829917907715e-01 -1.273650676012039185e-01 5.174046158790588379e-01 8.395467996597290039e-01
1.645543403700000048e+09 2.300887823104858398e+00 1.386972427368164062e+01 -2.278153896331787109e+00 -1.076799035072326660e-01 -1.298855394124984741e-01 5.103539228439331055e-01 8.432518839836120605e-01
1.645543403750000000e+09 2.366486310958862305e+00 1.359487533569335938e+01 -2.269100904464721680e+00 -1.094334051012992859e-01 -1.324347406625747681e-01 5.026672482490539551e-01 8.472372293472290039e-01
1.645543403799999952e+09 2.431434631347656250e+00 1.332486820220947266e+01 -2.262453794479370117e+00 -1.112281084060668945e-01 -1.350045800209045410e-01 4.943043887615203857e-01 8.515076637268066406e-01
1.645543403849999905e+09 2.494526863098144531e+00 1.305941581726074219e+01 -2.258859872817993164e+00 -1.130524948239326477e-01 -1.375846415758132935e-01 4.852238297462463379e-01 8.560650348663330078e-01
1.645543403900000095e+09 2.554853439331054688e+00 1.279834365844726562e+01 -2.258668422698974609e+00 -1.148940622806549072e-01 -1.401657015085220337e-01 4.753831624984741211e-01 8.609086871147155762e-01
1.645543403950000048e+09 2.611839532852172852e+00 1.254157161712646484e+01 -2.261939764022827148e+00 -1.167404800653457642e-01 -1.427369713783264160e-01 4.647387266159057617e-01 8.660344481468200684e-01
1.645543404000000000e+09 2.665238618850708008e+00 1.228911304473876953e+01 -2.268481492996215820e+00 -1.185784861445426941e-01 -1.452877521514892578e-01 4.532457292079925537e-01 8.714349269866943359e-01
1.645543404049999952e+09 2.715273380279541016e+00 1.204099464416503906e+01 -2.278355598449707031e+00 -1.187235638499259949e-01 -1.469640433788299561e-01 4.411698579788208008e-01 8.773114681243896484e-01
1.645543404099999905e+09 2.761032342910766602e+00 1.179723262786865234e+01 -2.291703224182128906e+00 -1.189688742160797119e-01 -1.487102806568145752e-01 4.283202290534973145e-01 8.833308815956115723e-01
1.645543404150000095e+09 2.803450584411621094e+00 1.155807113647460938e+01 -2.307211637496948242e+00 -1.193204373121261597e-01 -1.505064815282821655e-01 4.148362874984741211e-01 8.893938064575195312e-01
1.645543404200000048e+09 2.843425750732421875e+00 1.132366943359375000e+01 -2.323837757110595703e+00 -1.197826117277145386e-01 -1.523287892341613770e-01 4.008624255657196045e-01 8.954090476036071777e-01
1.645543404250000000e+09 2.880436658859252930e+00 1.109402561187744141e+01 -2.342044591903686523e+00 -1.203568875789642334e-01 -1.541510820388793945e-01 3.865482807159423828e-01 9.012946486473083496e-01
1.645543404299999952e+09 2.914942502975463867e+00 1.086923408508300781e+01 -2.361201524734497070e+00 -1.210417002439498901e-01 -1.559444963932037354e-01 3.720493912696838379e-01 9.069781303405761719e-01
1.645543404349999905e+09 2.947617053985595703e+00 1.064939022064208984e+01 -2.380722999572753906e+00 -1.218320131301879883e-01 -1.576788425445556641e-01 3.575251102447509766e-01 9.123980402946472168e-01
1.645543404400000095e+09 2.977403163909912109e+00 1.043442821502685547e+01 -2.401299715042114258e+00 -1.227186173200607300e-01 -1.593229174613952637e-01 3.431407213211059570e-01 9.175024628639221191e-01
1.645543404450000048e+09 3.005255937576293945e+00 1.022445583343505859e+01 -2.422086238861083984e+00 -1.236885562539100647e-01 -1.608453094959259033e-01 3.290650844573974609e-01 9.222505092620849609e-01
1.645543404500000000e+09 3.031272172927856445e+00 1.001949691772460938e+01 -2.443051338195800781e+00 -1.247244477272033691e-01 -1.622163206338882446e-01 3.154708743095397949e-01 9.266108870506286621e-01
1.645543404549999952e+09 3.054051399230957031e+00 9.819439888000488281e+00 -2.464663743972778320e+00 -1.258052438497543335e-01 -1.634072959423065186e-01 3.025348186492919922e-01 9.305610656738281250e-01
1.645543404599999905e+09 3.074326515197753906e+00 9.624365806579589844e+00 -2.486372947692871094e+00 -1.269067823886871338e-01 -1.643917113542556763e-01 2.904354929924011230e-01 9.340862631797790527e-01
1.645543404650000095e+09 3.091099739074707031e+00 9.434216499328613281e+00 -2.508333921432495117e+00 -1.280021965503692627e-01 -1.651459038257598877e-01 2.793532013893127441e-01 9.371787309646606445e-01
1.645543404700000048e+09 3.103226661682128906e+00 9.248915672302246094e+00 -2.530343532562255859e+00 -1.290629953145980835e-01 -1.656488776206970215e-01 2.694691717624664307e-01 9.398348331451416016e-01
1.645543404750000000e+09 3.113768577575683594e+00 9.068515777587890625e+00 -2.550157070159912109e+00 -1.300599128007888794e-01 -1.658828407526016235e-01 2.609645426273345947e-01 9.420535564422607422e-01
1.645543404799999952e+09 3.132130384445190430e+00 8.893550872802734375e+00 -2.562619686126708984e+00 -1.309641897678375244e-01 -1.658323258161544800e-01 2.540199160575866699e-01 9.438335895538330078e-01
1.645543404849999905e+09 3.173135519027709961e+00 8.727688789367675781e+00 -2.561035394668579102e+00 -1.317488551139831543e-01 -1.654842346906661987e-01 2.488141357898712158e-01 9.451712369918823242e-01
1.645543404900000095e+09 3.231708526611328125e+00 8.573034286499023438e+00 -2.550113439559936523e+00 -1.323899924755096436e-01 -1.648272275924682617e-01 2.455236613750457764e-01 9.460565447807312012e-01
1.645543404950000048e+09 3.299535989761352539e+00 8.428106307983398438e+00 -2.534834623336791992e+00 -1.328678727149963379e-01 -1.638518273830413818e-01 2.443212270736694336e-01 9.464702010154724121e-01
1.645543405000000000e+09 3.370416164398193359e+00 8.290402412414550781e+00 -2.518341064453125000e+00 -1.331686228513717651e-01 -1.625489741563796997e-01 2.453752607107162476e-01 9.463797807693481445e-01
1.645543405049999952e+09 3.441592931747436523e+00 8.158413887023925781e+00 -2.502026081085205078e+00 -1.321283131837844849e-01 -1.606120169162750244e-01 2.489819526672363281e-01 9.459142684936523438e-01
1.645543405099999905e+09 3.512630462646484375e+00 8.032078742980957031e+00 -2.485738277435302734e+00 -1.308460235595703125e-01 -1.583373695611953735e-01 2.547914981842041016e-01 9.449285268783569336e-01
1.645543405150000095e+09 3.581751346588134766e+00 7.910390377044677734e+00 -2.470043659210205078e+00 -1.292918026447296143e-01 -1.557353436946868896e-01 2.625823616981506348e-01 9.434407353401184082e-01
1.645543405200000048e+09 3.649163484573364258e+00 7.793493270874023438e+00 -2.454892873764038086e+00 -1.274358630180358887e-01 -1.528145223855972290e-01 2.721312940120697021e-01 9.414628744125366211e-01
1.645543405250000000e+09 3.714503765106201172e+00 7.681203365325927734e+00 -2.440384149551391602e+00 -1.252469122409820557e-01 -1.495838165283203125e-01 2.832130193710327148e-01 9.390038251876831055e-01
1.645543405299999952e+09 3.777313947677612305e+00 7.573273658752441406e+00 -2.426687002182006836e+00 -1.226951330900192261e-01 -1.460525691509246826e-01 2.956011891365051270e-01 9.360739588737487793e-01
1.645543405349999905e+09 3.837813377380371094e+00 7.469858169555664062e+00 -2.413714647293090820e+00 -1.197510361671447754e-01 -1.422311663627624512e-01 3.090699017047882080e-01 9.326874017715454102e-01
1.645543405400000095e+09 3.896084547042846680e+00 7.371027469635009766e+00 -2.401429891586303711e+00 -1.163864657282829285e-01 -1.381308287382125854e-01 3.233936131000518799e-01 9.288652539253234863e-01
1.645543405450000048e+09 3.950978279113769531e+00 7.276128292083740234e+00 -2.390233755111694336e+00 -1.125747561454772949e-01 -1.337652206420898438e-01 3.383484482765197754e-01 9.246373176574707031e-01
1.645543405500000000e+09 4.003548145294189453e+00 7.185781478881835938e+00 -2.379746913909912109e+00 -1.082914695143699646e-01 -1.291492730379104614e-01 3.537122607231140137e-01 9.200441241264343262e-01
1.645543405549999952e+09 4.053774833679199219e+00 7.099978446960449219e+00 -2.369968175888061523e+00 -1.035139709711074829e-01 -1.243004351854324341e-01 3.692674934864044189e-01 9.151370525360107422e-01
1.645543405599999905e+09 4.100526332855224609e+00 7.018079280853271484e+00 -2.361281156539916992e+00 -9.822087734937667847e-02 -1.192381531000137329e-01 3.847994208335876465e-01 9.099803566932678223e-01
1.645543405650000095e+09 4.144431591033935547e+00 6.940422058105468750e+00 -2.353457689285278320e+00 -9.239429235458374023e-02 -1.139835268259048462e-01 4.000992774963378906e-01 9.046500325202941895e-01
1.645543405700000048e+09 4.185940265655517578e+00 6.867236614227294922e+00 -2.346331119537353516e+00 -8.601661026477813721e-02 -1.085599660873413086e-01 4.149628579616546631e-01 8.992339372634887695e-01
1.645543405750000000e+09 4.226610660552978516e+00 6.795323371887207031e+00 -2.339537382125854492e+00 -7.907260954380035400e-02 -1.029922515153884888e-01 4.291914701461791992e-01 8.938315510749816895e-01
1.645543405799999952e+09 4.264860630035400391e+00 6.723814010620117188e+00 -2.333606243133544922e+00 -7.154841721057891846e-02 -9.730584919452667236e-02 4.425923526287078857e-01 8.885518908500671387e-01
1.645543405849999905e+09 4.301792621612548828e+00 6.653249263763427734e+00 -2.328150510787963867e+00 -6.343070417642593384e-02 -9.152827411890029907e-02 4.549780488014221191e-01 8.835123181343078613e-01
1.645543405900000095e+09 4.337840080261230469e+00 6.583817481994628906e+00 -2.323010206222534180e+00 -5.470629036426544189e-02 -8.568658679723739624e-02 4.661664366722106934e-01 8.788366913795471191e-01
1.645543405950000048e+09 4.372985839843750000e+00 6.515462398529052734e+00 -2.318182945251464844e+00 -4.536239057779312134e-02 -7.980787754058837891e-02 4.759790003299713135e-01 8.746523857116699219e-01
1.645543406000000000e+09 4.405683040618896484e+00 6.447396278381347656e+00 -2.314184427261352539e+00 -3.538516908884048462e-02 -7.391959428787231445e-02 4.842401146888732910e-01 8.710885643959045410e-01
1.645543406049999952e+09 4.436311244964599609e+00 6.379765510559082031e+00 -2.310876607894897461e+00 -2.477663382887840271e-02 -6.804637610912322998e-02 4.908272922039031982e-01 8.682421445846557617e-01
1.645543406099999905e+09 4.466079711914062500e+00 6.313158035278320312e+00 -2.307834148406982422e+00 -1.360643096268177032e-02 -6.220804899930953979e-02 4.958256781101226807e-01 8.660842180252075195e-01
1.645543406150000095e+09 4.495009899139404297e+00 6.247603416442871094e+00 -2.305031776428222656e+00 -1.960150897502899170e-03 -5.642258375883102417e-02 4.993687272071838379e-01 8.645481467247009277e-01
1.645543406200000048e+09 4.522233963012695312e+00 6.182766437530517578e+00 -2.302743673324584961e+00 1.007623318582773209e-02 -5.070726573467254639e-02 5.015872716903686523e-01 8.635608553886413574e-01
1.645543406250000000e+09 4.545896053314208984e+00 6.117896080017089844e+00 -2.301576137542724609e+00 2.241673320531845093e-02 -4.507907480001449585e-02 5.026102662086486816e-01 8.630459904670715332e-01
1.645543406299999952e+09 4.568852901458740234e+00 6.054213047027587891e+00 -2.300551652908325195e+00 3.497634083032608032e-02 -3.955499455332756042e-02 5.025661587715148926e-01 8.629248738288879395e-01
1.645543406349999905e+09 4.591121196746826172e+00 5.991752624511718750e+00 -2.299647092819213867e+00 4.766874015331268311e-02 -3.415164723992347717e-02 5.015839338302612305e-01 8.631192445755004883e-01
1.645543406400000095e+09 4.612720489501953125e+00 5.930548191070556641e+00 -2.298839092254638672e+00 6.040850281715393066e-02 -2.888619527220726013e-02 4.997931718826293945e-01 8.635525703430175781e-01
1.645543406450000048e+09 4.631411552429199219e+00 5.869808197021484375e+00 -2.299265623092651367e+00 7.310999929904937744e-02 -2.377552539110183716e-02 4.973253011703491211e-01 8.641511797904968262e-01
1.645543406500000000e+09 4.649290561676025391e+00 5.810321331024169922e+00 -2.299835443496704102e+00 8.568786829710006714e-02 -1.883674785494804382e-02 4.943139851093292236e-01 8.648447990417480469e-01
1.645543406549999952e+09 4.666621685028076172e+00 5.752204418182373047e+00 -2.300402164459228516e+00 9.805701673030853271e-02 -1.408678293228149414e-02 4.908950924873352051e-01 8.655682802200317383e-01
1.645543406599999905e+09 4.683429241180419922e+00 5.695485591888427734e+00 -2.300941705703735352e+00 1.101334765553474426e-01 -9.543817490339279175e-03 4.872071743011474609e-01 8.662613034248352051e-01
1.645543406650000095e+09 4.699273109436035156e+00 5.640027999877929688e+00 -2.301964998245239258e+00 1.218331158161163330e-01 -5.224522203207015991e-03 4.833913147449493408e-01 8.668692111968994141e-01
1.645543406700000048e+09 4.714048862457275391e+00 5.585811614990234375e+00 -2.303598165512084961e+00 1.330731660127639771e-01 -1.146748661994934082e-03 4.795905649662017822e-01 8.673426508903503418e-01
1.645543406750000000e+09 4.728417396545410156e+00 5.533070087432861328e+00 -2.305106163024902344e+00 1.437717527151107788e-01 2.671908587217330933e-03 4.759508371353149414e-01 8.676366806030273438e-01
1.645543406799999952e+09 4.742408752441406250e+00 5.481824874877929688e+00 -2.306466817855834961e+00 1.538477391004562378e-01 6.214052438735961914e-03 4.726190865039825439e-01 8.677115440368652344e-01
1.645543406849999905e+09 4.756057739257812500e+00 5.432090759277343750e+00 -2.307660102844238281e+00 1.632211059331893921e-01 9.462155401706695557e-03 4.697440862655639648e-01 8.675308823585510254e-01
1.645543406900000095e+09 4.769598960876464844e+00 5.383936882019042969e+00 -2.309351444244384766e+00 1.718126088380813599e-01 1.239884272217750549e-02 4.674749672412872314e-01 8.670604825019836426e-01
1.645543406950000048e+09 4.782972812652587891e+00 5.337353229522705078e+00 -2.311203241348266602e+00 1.795436292886734009e-01 1.500700414180755615e-02 4.659611284732818604e-01 8.662673830986022949e-01
1.645543407000000000e+09 4.796093940734863281e+00 5.292326450347900391e+00 -2.312796592712402344e+00 1.863359957933425903e-01 1.726971566677093506e-02 4.653512239456176758e-01 8.651178479194641113e-01
1.645543407049999952e+09 4.809305191040039062e+00 5.248389720916748047e+00 -2.312699556350708008e+00 1.868467926979064941e-01 1.632549613714218140e-02 4.658636152744293213e-01 8.647502064704895020e-01
1.645543407099999905e+09 4.822237968444824219e+00 5.206083774566650391e+00 -2.312604427337646484e+00 1.873673200607299805e-01 1.553606986999511719e-02 4.673318564891815186e-01 8.638593554496765137e-01
1.645543407150000095e+09 4.835186481475830078e+00 5.165488243103027344e+00 -2.312696695327758789e+00 1.879030913114547729e-01 1.488272845745086670e-02 4.696708917617797852e-01 8.624848723411560059e-01
1.645543407200000048e+09 4.848896503448486328e+00 5.126827239990234375e+00 -2.313432455062866211e+00 1.884558945894241333e-01 1.435314118862152100e-02 4.727939665317535400e-01 8.606649041175842285e-01
1.645543407250000000e+09 4.862234115600585938e+00 5.089728832244873047e+00 -2.314141273498535156e+00 1.890239864587783813e-01 1.394063979387283325e-02 4.766129553318023682e-01 8.584378957748413086e-01
1.645543407299999952e+09 4.875181674957275391e+00 5.054172039031982422e+00 -2.314822435379028320e+00 1.896041035652160645e-01 1.364040374755859375e-02 4.810389876365661621e-01 8.558421134948730469e-01
1.645543407349999905e+09 4.887722492218017578e+00 5.020141601562500000e+00 -2.315476417541503906e+00 1.901903450489044189e-01 1.345102488994598389e-02 4.859826266765594482e-01 8.529170751571655273e-01
1.645543407400000095e+09 4.899842262268066406e+00 4.987616062164306641e+00 -2.316103219985961914e+00 1.907759755849838257e-01 1.337136328220367432e-02 4.913546741008758545e-01 8.497036695480346680e-01
1.645543407450000048e+09 4.911522865295410156e+00 4.956574440002441406e+00 -2.316704034805297852e+00 1.913534998893737793e-01 1.339998841285705566e-02 4.970659315586090088e-01 8.462444543838500977e-01
1.645543407500000000e+09 4.923778057098388672e+00 4.927388668060302734e+00 -2.317580461502075195e+00 1.919151544570922852e-01 1.353446394205093384e-02 5.030282139778137207e-01 8.425840735435485840e-01
1.645543407549999952e+09 4.936320781707763672e+00 4.899933815002441406e+00 -2.318652868270874023e+00 1.924531161785125732e-01 1.377068459987640381e-02 5.091534852981567383e-01 8.387698531150817871e-01
1.645543407599999905e+09 4.948300361633300781e+00 4.873871803283691406e+00 -2.319675445556640625e+00 1.929602473974227905e-01 1.410225778818130493e-02 5.153552293777465820e-01 8.348511457443237305e-01
1.645543407650000095e+09 4.959706783294677734e+00 4.849180698394775391e+00 -2.320647478103637695e+00 1.934305578470230103e-01 1.451961696147918701e-02 5.215479731559753418e-01 8.308799862861633301e-01
1.645543407700000048e+09 4.970530033111572266e+00 4.825834751129150391e+00 -2.321570396423339844e+00 1.938592940568923950e-01 1.501043885946273804e-02 5.276473760604858398e-01 8.269107937812805176e-01
1.645543407750000000e+09 4.980760574340820312e+00 4.803814411163330078e+00 -2.322443246841430664e+00 1.942433863878250122e-01 1.555895060300827026e-02 5.335707068443298340e-01 8.230003714561462402e-01
1.645543407799999952e+09 4.990392684936523438e+00 4.783095359802246094e+00 -2.323266267776489258e+00 1.945815235376358032e-01 1.614677906036376953e-02 5.392369627952575684e-01 8.192074298858642578e-01
1.645543407849999905e+09 4.999419212341308594e+00 4.763652324676513672e+00 -2.324040174484252930e+00 1.948740631341934204e-01 1.675271242856979370e-02 5.445658564567565918e-01 8.155926465988159180e-01
1.645543407900000095e+09 5.007837772369384766e+00 4.745461463928222656e+00 -2.324764251708984375e+00 1.951238662004470825e-01 1.735248416662216187e-02 5.494794249534606934e-01 8.122178912162780762e-01
1.645543407950000048e+09 5.015642166137695312e+00 4.728500843048095703e+00 -2.325439214706420898e+00 1.953349113464355469e-01 1.792045682668685913e-02 5.539001822471618652e-01 8.091462254524230957e-01
